Period fertility rates by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 11/06/2020
Code Year    ARDY   Cohort        ASFR
CAN  1969     52     1917      0.00001
CAN  1969     53     1916      0.00001
CAN  1969     54     1915      0.00000
CAN  1969     55+    1914-     0.00000
CAN  1970     12-    1958+     0.00000
CAN  1970     13     1957      0.00002
CAN  1970     14     1956      0.00050
CAN  1970     15     1955      0.00325
CAN  1970     16     1954      0.01155
CAN  1970     17     1953      0.02923
CAN  1970     18     1952      0.05195
CAN  1970     19     1951      0.07622
CAN  1970     20     1950      0.09870
CAN  1970     21     1949      0.11852
CAN  1970     22     1948      0.13991
CAN  1970     23     1947      0.15903
CAN  1970     24     1946      0.16198
CAN  1970     25     1945      0.15760
CAN  1970     26     1944      0.15849
CAN  1970     27     1943      0.15491
CAN  1970     28     1942      0.14334
CAN  1970     29     1941      0.12777
CAN  1970     30     1940      0.11470
CAN  1970     31     1939      0.09878
CAN  1970     32     1938      0.08475
CAN  1970     33     1937      0.07370
CAN  1970     34     1936      0.06259
CAN  1970     35     1935      0.05604
CAN  1970     36     1934      0.04858
CAN  1970     37     1933      0.04051
CAN  1970     38     1932      0.03578
CAN  1970     39     1931      0.02991
CAN  1970     40     1930      0.02298
CAN  1970     41     1929      0.01700
CAN  1970     42     1928      0.01282
CAN  1970     43     1927      0.00898
CAN  1970     44     1926      0.00522
CAN  1970     45     1925      0.00312
CAN  1970     46     1924      0.00173
CAN  1970     47     1923      0.00080
CAN  1970     48     1922      0.00033
CAN  1970     49     1921      0.00012
CAN  1970     50     1920      0.00003
CAN  1970     51     1919      0.00001
CAN  1970     52     1918      0.00000
CAN  1970     53     1917      0.00000
CAN  1970     54     1916      0.00000
CAN  1970     55+    1915-     0.00000
CAN  1971     12-    1959+     0.00000
CAN  1971     13     1958      0.00002
CAN  1971     14     1957      0.00047
CAN  1971     15     1956      0.00312
CAN  1971     16     1955      0.01095
CAN  1971     17     1954      0.02689
CAN  1971     18     1953      0.04786
CAN  1971     19     1952      0.07005
CAN  1971     20     1951      0.09049
CAN  1971     21     1950      0.10860
CAN  1971     22     1949      0.12718
CAN  1971     23     1948      0.14428
CAN  1971     24     1947      0.15152
CAN  1971     25     1946      0.15380
CAN  1971     26     1945      0.15158
CAN  1971     27     1944      0.14586
CAN  1971     28     1943      0.13559
CAN  1971     29     1942      0.12108
CAN  1971     30     1941      0.10667
CAN  1971     31     1940      0.09239
CAN  1971     32     1939      0.07999
CAN  1971     33     1938      0.06791
CAN  1971     34     1937      0.05822
CAN  1971     35     1936      0.05018
CAN  1971     36     1935      0.04326
CAN  1971     37     1934      0.03626
CAN  1971     38     1933      0.02939
CAN  1971     39     1932      0.02390
CAN  1971     40     1931      0.01954
CAN  1971     41     1930      0.01414
CAN  1971     42     1929      0.00972
CAN  1971     43     1928      0.00697
CAN  1971     44     1927      0.00464
CAN  1971     45     1926      0.00268
CAN  1971     46     1925      0.00111
CAN  1971     47     1924      0.00048
CAN  1971     48     1923      0.00026
CAN  1971     49     1922      0.00008
CAN  1971     50     1921      0.00002
CAN  1971     51     1920      0.00002
CAN  1971     52     1919      0.00001
CAN  1971     53     1918      0.00001
CAN  1971     54     1917      0.00000
CAN  1971     55+    1916-     0.00000
CAN  1972     12-    1960+     0.00000
CAN  1972     13     1959      0.00002
CAN  1972     14     1958      0.00047
CAN  1972     15     1957      0.00312
CAN  1972     16     1956      0.01098
CAN  1972     17     1955      0.02707
CAN  1972     18     1954      0.04662
CAN  1972     19     1953      0.06530
CAN  1972     20     1952      0.08144
CAN  1972     21     1951      0.09617
CAN  1972     22     1950      0.11344
CAN  1972     23     1949      0.12894
CAN  1972     24     1948      0.13937
CAN  1972     25     1947      0.14760
CAN  1972     26     1946      0.14574
CAN  1972     27     1945      0.13487
CAN  1972     28     1944      0.12526
CAN  1972     29     1943      0.11481
CAN  1972     30     1942      0.10127
CAN  1972     31     1941      0.08587
CAN  1972     32     1940      0.07367
CAN  1972     33     1939      0.06263
CAN  1972     34     1938      0.05211
CAN  1972     35     1937      0.04362
CAN  1972     36     1936      0.03709
CAN  1972     37     1935      0.03158
CAN  1972     38     1934      0.02572
CAN  1972     39     1933      0.02030
CAN  1972     40     1932      0.01578
CAN  1972     41     1931      0.01157
CAN  1972     42     1930      0.00864
CAN  1972     43     1929      0.00600
CAN  1972     44     1928      0.00333
CAN  1972     45     1927      0.00192
CAN  1972     46     1926      0.00112
CAN  1972     47     1925      0.00053
CAN  1972     48     1924      0.00023
CAN  1972     49     1923      0.00011
CAN  1972     50     1922      0.00004
CAN  1972     51     1921      0.00001
CAN  1972     52     1920      0.00001
CAN  1972     53     1919      0.00000
CAN  1972     54     1918      0.00000
CAN  1972     55+    1917-     0.00000
CAN  1973     12-    1961+     0.00000
CAN  1973     13     1960      0.00002
CAN  1973     14     1959      0.00053
CAN  1973     15     1958      0.00327
CAN  1973     16     1957      0.01095
CAN  1973     17     1956      0.02655
CAN  1973     18     1955      0.04487
CAN  1973     19     1954      0.06253
CAN  1973     20     1953      0.07835
CAN  1973     21     1952      0.09210
CAN  1973     22     1951      0.10720
CAN  1973     23     1950      0.12289
CAN  1973     24     1949      0.13503
CAN  1973     25     1948      0.14203
CAN  1973     26     1947      0.14305
CAN  1973     27     1946      0.13628
CAN  1973     28     1945      0.12368
CAN  1973     29     1944      0.11126
CAN  1973     30     1943      0.09744
CAN  1973     31     1942      0.08145
CAN  1973     32     1941      0.06818
CAN  1973     33     1940      0.05851
CAN  1973     34     1939      0.04832
CAN  1973     35     1938      0.03937
CAN  1973     36     1937      0.03257
CAN  1973     37     1936      0.02744
CAN  1973     38     1935      0.02277
CAN  1973     39     1934      0.01765
CAN  1973     40     1933      0.01316
CAN  1973     41     1932      0.00957
CAN  1973     42     1931      0.00721
CAN  1973     43     1930      0.00488
CAN  1973     44     1929      0.00286
CAN  1973     45     1928      0.00160
CAN  1973     46     1927      0.00083
CAN  1973     47     1926      0.00031
CAN  1973     48     1925      0.00010
CAN  1973     49     1924      0.00006
CAN  1973     50     1923      0.00003
CAN  1973     51     1922      0.00001
CAN  1973     52     1921      0.00001
CAN  1973     53     1920      0.00000
CAN  1973     54     1919      0.00000
CAN  1973     55+    1918-     0.00000
CAN  1974     12-    1962+     0.00000
CAN  1974     13     1961      0.00002
CAN  1974     14     1960      0.00048
CAN  1974     15     1959      0.00318
CAN  1974     16     1958      0.01094
CAN  1974     17     1957      0.02584
CAN  1974     18     1956      0.04197
CAN  1974     19     1955      0.05855
CAN  1974     20     1954      0.07489
CAN  1974     21     1953      0.08867
CAN  1974     22     1952      0.10325
CAN  1974     23     1951      0.11854
CAN  1974     24     1950      0.13147
CAN  1974     25     1949      0.13962
CAN  1974     26     1948      0.14178
CAN  1974     27     1947      0.13794
CAN  1974     28     1946      0.12791
CAN  1974     29     1945      0.11183
CAN  1974     30     1944      0.09702
CAN  1974     31     1943      0.08197
CAN  1974     32     1942      0.06771
CAN  1974     33     1941      0.05679
CAN  1974     34     1940      0.04723
CAN  1974     35     1939      0.03820
CAN  1974     36     1938      0.02976
CAN  1974     37     1937      0.02390
CAN  1974     38     1936      0.01956
CAN  1974     39     1935      0.01546
CAN  1974     40     1934      0.01177
CAN  1974     41     1933      0.00833
CAN  1974     42     1932      0.00585
CAN  1974     43     1931      0.00412
CAN  1974     44     1930      0.00252
CAN  1974     45     1929      0.00134
CAN  1974     46     1928      0.00071
CAN  1974     47     1927      0.00035
CAN  1974     48     1926      0.00017
CAN  1974     49     1925      0.00004
CAN  1974     50     1924      0.00001
CAN  1974     51     1923      0.00001
CAN  1974     52     1922      0.00001
CAN  1974     53     1921      0.00001
CAN  1974     54     1920      0.00000
CAN  1974     55+    1919-     0.00000
CAN  1975     12-    1963+     0.00000
CAN  1975     13     1962      0.00002
CAN  1975     14     1961      0.00058
CAN  1975     15     1960      0.00350
CAN  1975     16     1959      0.01132
CAN  1975     17     1958      0.02652
CAN  1975     18     1957      0.04269
CAN  1975     19     1956      0.05795
CAN  1975     20     1955      0.07427
CAN  1975     21     1954      0.08994
CAN  1975     22     1953      0.10570
CAN  1975     23     1952      0.11979
CAN  1975     24     1951      0.13091
CAN  1975     25     1950      0.13876
CAN  1975     26     1949      0.14172
CAN  1975     27     1948      0.13835
CAN  1975     28     1947      0.12993
CAN  1975     29     1946      0.11663
CAN  1975     30     1945      0.09903
CAN  1975     31     1944      0.08313
CAN  1975     32     1943      0.06833
CAN  1975     33     1942      0.05560
CAN  1975     34     1941      0.04509
CAN  1975     35     1940      0.03699
CAN  1975     36     1939      0.02909
CAN  1975     37     1938      0.02251
CAN  1975     38     1937      0.01778
CAN  1975     39     1936      0.01383
CAN  1975     40     1935      0.01018
CAN  1975     41     1934      0.00736
CAN  1975     42     1933      0.00540
CAN  1975     43     1932      0.00382
CAN  1975     44     1931      0.00231
CAN  1975     45     1930      0.00131
CAN  1975     46     1929      0.00064
CAN  1975     47     1928      0.00027
CAN  1975     48     1927      0.00019
CAN  1975     49     1926      0.00007
CAN  1975     50     1925      0.00002
CAN  1975     51     1924      0.00002
CAN  1975     52     1923      0.00001
CAN  1975     53     1922      0.00001
CAN  1975     54     1921      0.00000
CAN  1975     55+    1920-     0.00000
CAN  1976     12-    1964+     0.00000
CAN  1976     13     1963      0.00002
CAN  1976     14     1962      0.00056
CAN  1976     15     1961      0.00331
CAN  1976     16     1960      0.01062
CAN  1976     17     1959      0.02467
CAN  1976     18     1958      0.04016
CAN  1976     19     1957      0.05562
CAN  1976     20     1956      0.07122
CAN  1976     21     1955      0.08653
CAN  1976     22     1954      0.10167
CAN  1976     23     1953      0.11527
CAN  1976     24     1952      0.12623
CAN  1976     25     1951      0.13507
CAN  1976     26     1950      0.13793
CAN  1976     27     1949      0.13475
CAN  1976     28     1948      0.12757
CAN  1976     29     1947      0.11618
CAN  1976     30     1946      0.10113
CAN  1976     31     1945      0.08262
CAN  1976     32     1944      0.06655
CAN  1976     33     1943      0.05487
CAN  1976     34     1942      0.04422
CAN  1976     35     1941      0.03544
CAN  1976     36     1940      0.02850
CAN  1976     37     1939      0.02216
CAN  1976     38     1938      0.01714
CAN  1976     39     1937      0.01303
CAN  1976     40     1936      0.00976
CAN  1976     41     1935      0.00705
CAN  1976     42     1934      0.00476
CAN  1976     43     1933      0.00298
CAN  1976     44     1932      0.00183
CAN  1976     45     1931      0.00103
CAN  1976     46     1930      0.00058
CAN  1976     47     1929      0.00028
CAN  1976     48     1928      0.00016
CAN  1976     49     1927      0.00004
CAN  1976     50     1926      0.00000
CAN  1976     51     1925      0.00001
CAN  1976     52     1924      0.00001
CAN  1976     53     1923      0.00001
CAN  1976     54     1922      0.00000
CAN  1976     55+    1921-     0.00000
CAN  1977     12-    1965+     0.00000
CAN  1977     13     1964      0.00002
CAN  1977     14     1963      0.00051
CAN  1977     15     1962      0.00316
CAN  1977     16     1961      0.01025
CAN  1977     17     1960      0.02318
CAN  1977     18     1959      0.03733
CAN  1977     19     1958      0.05249
CAN  1977     20     1957      0.06794
CAN  1977     21     1956      0.08323
CAN  1977     22     1955      0.09937
CAN  1977     23     1954      0.11281
CAN  1977     24     1953      0.12459
CAN  1977     25     1952      0.13274
CAN  1977     26     1951      0.13537
CAN  1977     27     1950      0.13321
CAN  1977     28     1949      0.12597
CAN  1977     29     1948      0.11525
CAN  1977     30     1947      0.10190
CAN  1977     31     1946      0.08547
CAN  1977     32     1945      0.06869
CAN  1977     33     1944      0.05550
CAN  1977     34     1943      0.04411
CAN  1977     35     1942      0.03447
CAN  1977     36     1941      0.02752
CAN  1977     37     1940      0.02187
CAN  1977     38     1939      0.01637
CAN  1977     39     1938      0.01224
CAN  1977     40     1937      0.00856
CAN  1977     41     1936      0.00562
CAN  1977     42     1935      0.00401
CAN  1977     43     1934      0.00264
CAN  1977     44     1933      0.00151
CAN  1977     45     1932      0.00089
CAN  1977     46     1931      0.00054
CAN  1977     47     1930      0.00029
CAN  1977     48     1929      0.00014
CAN  1977     49     1928      0.00004
CAN  1977     50     1927      0.00001
CAN  1977     51     1926      0.00001
CAN  1977     52     1925      0.00000
CAN  1977     53     1924      0.00000
CAN  1977     54     1923      0.00000
CAN  1977     55+    1922-     0.00000
CAN  1978     12-    1966+     0.00000
CAN  1978     13     1965      0.00002
CAN  1978     14     1964      0.00053
CAN  1978     15     1963      0.00312
CAN  1978     16     1962      0.00950
CAN  1978     17     1961      0.02110
CAN  1978     18     1960      0.03455
CAN  1978     19     1959      0.04884
CAN  1978     20     1958      0.06387
CAN  1978     21     1957      0.07905
CAN  1978     22     1956      0.09335
CAN  1978     23     1955      0.10803
CAN  1978     24     1954      0.12094
CAN  1978     25     1953      0.12931
CAN  1978     26     1952      0.13222
CAN  1978     27     1951      0.12980
CAN  1978     28     1950      0.12435
CAN  1978     29     1949      0.11414
CAN  1978     30     1948      0.10073
CAN  1978     31     1947      0.08521
CAN  1978     32     1946      0.06956
CAN  1978     33     1945      0.05521
CAN  1978     34     1944      0.04381
CAN  1978     35     1943      0.03441
CAN  1978     36     1942      0.02623
CAN  1978     37     1941      0.01969
CAN  1978     38     1940      0.01501
CAN  1978     39     1939      0.01084
CAN  1978     40     1938      0.00774
CAN  1978     41     1937      0.00561
CAN  1978     42     1936      0.00384
CAN  1978     43     1935      0.00251
CAN  1978     44     1934      0.00144
CAN  1978     45     1933      0.00085
CAN  1978     46     1932      0.00047
CAN  1978     47     1931      0.00023
CAN  1978     48     1930      0.00013
CAN  1978     49     1929      0.00006
CAN  1978     50     1928      0.00001
CAN  1978     51     1927      0.00000
CAN  1978     52     1926      0.00000
CAN  1978     53     1925      0.00000
CAN  1978     54     1924      0.00000
CAN  1978     55+    1923-     0.00000
CAN  1979     12-    1967+     0.00000
CAN  1979     13     1966      0.00002
CAN  1979     14     1965      0.00053
CAN  1979     15     1964      0.00287
CAN  1979     16     1963      0.00869
CAN  1979     17     1962      0.01932
CAN  1979     18     1961      0.03184
CAN  1979     19     1960      0.04591
CAN  1979     20     1959      0.06076
CAN  1979     21     1958      0.07665
CAN  1979     22     1957      0.09211
CAN  1979     23     1956      0.10675
CAN  1979     24     1955      0.11989
CAN  1979     25     1954      0.12971
CAN  1979     26     1953      0.13381
CAN  1979     27     1952      0.13191
CAN  1979     28     1951      0.12532
CAN  1979     29     1950      0.11576
CAN  1979     30     1949      0.10322
CAN  1979     31     1948      0.08648
CAN  1979     32     1947      0.07147
CAN  1979     33     1946      0.05748
CAN  1979     34     1945      0.04515
CAN  1979     35     1944      0.03568
CAN  1979     36     1943      0.02735
CAN  1979     37     1942      0.01997
CAN  1979     38     1941      0.01409
CAN  1979     39     1940      0.01080
CAN  1979     40     1939      0.00781
CAN  1979     41     1938      0.00520
CAN  1979     42     1937      0.00359
CAN  1979     43     1936      0.00214
CAN  1979     44     1935      0.00140
CAN  1979     45     1934      0.00084
CAN  1979     46     1933      0.00033
CAN  1979     47     1932      0.00018
CAN  1979     48     1931      0.00010
CAN  1979     49     1930      0.00003
CAN  1979     50     1929      0.00001
CAN  1979     51     1928      0.00000
CAN  1979     52     1927      0.00000
CAN  1979     53     1926      0.00000
CAN  1979     54     1925      0.00000
CAN  1979     55+    1924-     0.00000
CAN  1980     12-    1968+     0.00000
CAN  1980     13     1967      0.00002
CAN  1980     14     1966      0.00049
CAN  1980     15     1965      0.00294
CAN  1980     16     1964      0.00872
CAN  1980     17     1963      0.01915
CAN  1980     18     1962      0.03121
CAN  1980     19     1961      0.04434
CAN  1980     20     1960      0.05900
CAN  1980     21     1959      0.07432
CAN  1980     22     1958      0.09062
CAN  1980     23     1957      0.10557
CAN  1980     24     1956      0.11782
CAN  1980     25     1955      0.12710
CAN  1980     26     1954      0.13221
CAN  1980     27     1953      0.13196
CAN  1980     28     1952      0.12544
CAN  1980     29     1951      0.11517
CAN  1980     30     1950      0.10276
CAN  1980     31     1949      0.08704
CAN  1980     32     1948      0.07134
CAN  1980     33     1947      0.05810
CAN  1980     34     1946      0.04644
CAN  1980     35     1945      0.03584
CAN  1980     36     1944      0.02733
CAN  1980     37     1943      0.02005
CAN  1980     38     1942      0.01431
CAN  1980     39     1941      0.01036
CAN  1980     40     1940      0.00753
CAN  1980     41     1939      0.00491
CAN  1980     42     1938      0.00302
CAN  1980     43     1937      0.00198
CAN  1980     44     1936      0.00124
CAN  1980     45     1935      0.00071
CAN  1980     46     1934      0.00032
CAN  1980     47     1933      0.00013
CAN  1980     48     1932      0.00008
CAN  1980     49     1931      0.00005
CAN  1980     50     1930      0.00001
CAN  1980     51     1929      0.00000
CAN  1980     52     1928      0.00000
CAN  1980     53     1927      0.00000
CAN  1980     54     1926      0.00000
CAN  1980     55+    1925-     0.00000
CAN  1981     12-    1969+     0.00000
CAN  1981     13     1968      0.00002
CAN  1981     14     1967      0.00052
CAN  1981     15     1966      0.00283
CAN  1981     16     1965      0.00817
CAN  1981     17     1964      0.01799
CAN  1981     18     1963      0.02994
CAN  1981     19     1962      0.04221
CAN  1981     20     1961      0.05542
CAN  1981     21     1960      0.07080
CAN  1981     22     1959      0.08661
CAN  1981     23     1958      0.10140
CAN  1981     24     1957      0.11445
CAN  1981     25     1956      0.12452
CAN  1981     26     1955      0.13054
CAN  1981     27     1954      0.12967
CAN  1981     28     1953      0.12349
CAN  1981     29     1952      0.11522
CAN  1981     30     1951      0.10171
CAN  1981     31     1950      0.08693
CAN  1981     32     1949      0.07352
CAN  1981     33     1948      0.05943
CAN  1981     34     1947      0.04717
CAN  1981     35     1946      0.03638
CAN  1981     36     1945      0.02723
CAN  1981     37     1944      0.02025
CAN  1981     38     1943      0.01449
CAN  1981     39     1942      0.01032
CAN  1981     40     1941      0.00746
CAN  1981     41     1940      0.00519
CAN  1981     42     1939      0.00334
CAN  1981     43     1938      0.00196
CAN  1981     44     1937      0.00109
CAN  1981     45     1936      0.00062
CAN  1981     46     1935      0.00037
CAN  1981     47     1934      0.00018
CAN  1981     48     1933      0.00009
CAN  1981     49     1932      0.00003
CAN  1981     50     1931      0.00001
CAN  1981     51     1930      0.00001
CAN  1981     52     1929      0.00001
CAN  1981     53     1928      0.00000
CAN  1981     54     1927      0.00000
CAN  1981     55+    1926-     0.00000
CAN  1982     12-    1970+     0.00000
CAN  1982     13     1969      0.00002
CAN  1982     14     1968      0.00056
CAN  1982     15     1967      0.00304
CAN  1982     16     1966      0.00836
CAN  1982     17     1965      0.01828
CAN  1982     18     1964      0.02977
CAN  1982     19     1963      0.04119
CAN  1982     20     1962      0.05484
CAN  1982     21     1961      0.06960
CAN  1982     22     1960      0.08560
CAN  1982     23     1959      0.10060
CAN  1982     24     1958      0.11187
CAN  1982     25     1957      0.12165
CAN  1982     26     1956      0.12755
CAN  1982     27     1955      0.12709
CAN  1982     28     1954      0.12138
CAN  1982     29     1953      0.11375
CAN  1982     30     1952      0.10194
CAN  1982     31     1951      0.08788
CAN  1982     32     1950      0.07352
CAN  1982     33     1949      0.05896
CAN  1982     34     1948      0.04709
CAN  1982     35     1947      0.03694
CAN  1982     36     1946      0.02847
CAN  1982     37     1945      0.02080
CAN  1982     38     1944      0.01480
CAN  1982     39     1943      0.01072
CAN  1982     40     1942      0.00742
CAN  1982     41     1941      0.00493
CAN  1982     42     1940      0.00322
CAN  1982     43     1939      0.00204
CAN  1982     44     1938      0.00121
CAN  1982     45     1937      0.00060
CAN  1982     46     1936      0.00030
CAN  1982     47     1935      0.00016
CAN  1982     48     1934      0.00007
CAN  1982     49     1933      0.00002
CAN  1982     50     1932      0.00001
CAN  1982     51     1931      0.00001
CAN  1982     52     1930      0.00000
CAN  1982     53     1929      0.00000
CAN  1982     54     1928      0.00000
CAN  1982     55+    1927-     0.00000
CAN  1983     12-    1971+     0.00000
CAN  1983     13     1970      0.00002
CAN  1983     14     1969      0.00043
CAN  1983     15     1968      0.00278
CAN  1983     16     1967      0.00837
CAN  1983     17     1966      0.01695
CAN  1983     18     1965      0.02689
CAN  1983     19     1964      0.03851
CAN  1983     20     1963      0.05219
CAN  1983     21     1962      0.06669
CAN  1983     22     1961      0.08157
CAN  1983     23     1960      0.09711
CAN  1983     24     1959      0.11075
CAN  1983     25     1958      0.12108
CAN  1983     26     1957      0.12655
CAN  1983     27     1956      0.12547
CAN  1983     28     1955      0.12113
CAN  1983     29     1954      0.11441
CAN  1983     30     1953      0.10300
CAN  1983     31     1952      0.08921
CAN  1983     32     1951      0.07422
CAN  1983     33     1950      0.06065
CAN  1983     34     1949      0.04910
CAN  1983     35     1948      0.03844
CAN  1983     36     1947      0.02906
CAN  1983     37     1946      0.02130
CAN  1983     38     1945      0.01474
CAN  1983     39     1944      0.01057
CAN  1983     40     1943      0.00731
CAN  1983     41     1942      0.00477
CAN  1983     42     1941      0.00300
CAN  1983     43     1940      0.00198
CAN  1983     44     1939      0.00111
CAN  1983     45     1938      0.00046
CAN  1983     46     1937      0.00028
CAN  1983     47     1936      0.00021
CAN  1983     48     1935      0.00010
CAN  1983     49     1934      0.00004
CAN  1983     50     1933      0.00001
CAN  1983     51     1932      0.00000
CAN  1983     52     1931      0.00000
CAN  1983     53     1930      0.00000
CAN  1983     54     1929      0.00000
CAN  1983     55+    1928-     0.00000
CAN  1984     12-    1972+     0.00000
CAN  1984     13     1971      0.00002
CAN  1984     14     1970      0.00049
CAN  1984     15     1969      0.00276
CAN  1984     16     1968      0.00802
CAN  1984     17     1967      0.01719
CAN  1984     18     1966      0.02696
CAN  1984     19     1965      0.03742
CAN  1984     20     1964      0.04950
CAN  1984     21     1963      0.06302
CAN  1984     22     1962      0.07781
CAN  1984     23     1961      0.09305
CAN  1984     24     1960      0.10819
CAN  1984     25     1959      0.12028
CAN  1984     26     1958      0.12642
CAN  1984     27     1957      0.12727
CAN  1984     28     1956      0.12385
CAN  1984     29     1955      0.11581
CAN  1984     30     1954      0.10408
CAN  1984     31     1953      0.09042
CAN  1984     32     1952      0.07660
CAN  1984     33     1951      0.06408
CAN  1984     34     1950      0.05169
CAN  1984     35     1949      0.04055
CAN  1984     36     1948      0.03098
CAN  1984     37     1947      0.02236
CAN  1984     38     1946      0.01599
CAN  1984     39     1945      0.01099
CAN  1984     40     1944      0.00736
CAN  1984     41     1943      0.00481
CAN  1984     42     1942      0.00307
CAN  1984     43     1941      0.00176
CAN  1984     44     1940      0.00091
CAN  1984     45     1939      0.00051
CAN  1984     46     1938      0.00029
CAN  1984     47     1937      0.00012
CAN  1984     48     1936      0.00003
CAN  1984     49     1935      0.00001
CAN  1984     50     1934      0.00001
CAN  1984     51     1933      0.00000
CAN  1984     52     1932      0.00000
CAN  1984     53     1931      0.00000
CAN  1984     54     1930      0.00000
CAN  1984     55+    1929-     0.00000
CAN  1985     12-    1973+     0.00000
CAN  1985     13     1972      0.00002
CAN  1985     14     1971      0.00045
CAN  1985     15     1970      0.00251
CAN  1985     16     1969      0.00754
CAN  1985     17     1968      0.01696
CAN  1985     18     1967      0.02745
CAN  1985     19     1966      0.03720
CAN  1985     20     1965      0.04770
CAN  1985     21     1964      0.05990
CAN  1985     22     1963      0.07404
CAN  1985     23     1962      0.08910
CAN  1985     24     1961      0.10386
CAN  1985     25     1960      0.11670
CAN  1985     26     1959      0.12538
CAN  1985     27     1958      0.12716
CAN  1985     28     1957      0.12382
CAN  1985     29     1956      0.11584
CAN  1985     30     1955      0.10467
CAN  1985     31     1954      0.09200
CAN  1985     32     1953      0.07790
CAN  1985     33     1952      0.06439
CAN  1985     34     1951      0.05212
CAN  1985     35     1950      0.04146
CAN  1985     36     1949      0.03160
CAN  1985     37     1948      0.02302
CAN  1985     38     1947      0.01651
CAN  1985     39     1946      0.01171
CAN  1985     40     1945      0.00781
CAN  1985     41     1944      0.00494
CAN  1985     42     1943      0.00302
CAN  1985     43     1942      0.00189
CAN  1985     44     1941      0.00096
CAN  1985     45     1940      0.00051
CAN  1985     46     1939      0.00021
CAN  1985     47     1938      0.00008
CAN  1985     48     1937      0.00007
CAN  1985     49     1936      0.00002
CAN  1985     50     1935      0.00001
CAN  1985     51     1934      0.00000
CAN  1985     52     1933      0.00000
CAN  1985     53     1932      0.00000
CAN  1985     54     1931      0.00000
CAN  1985     55+    1930-     0.00000
CAN  1986     12-    1974+     0.00000
CAN  1986     13     1973      0.00002
CAN  1986     14     1972      0.00043
CAN  1986     15     1971      0.00247
CAN  1986     16     1970      0.00744
CAN  1986     17     1969      0.01672
CAN  1986     18     1968      0.02721
CAN  1986     19     1967      0.03779
CAN  1986     20     1966      0.04852
CAN  1986     21     1965      0.05883
CAN  1986     22     1964      0.07084
CAN  1986     23     1963      0.08512
CAN  1986     24     1962      0.09910
CAN  1986     25     1961      0.11223
CAN  1986     26     1960      0.12142
CAN  1986     27     1959      0.12455
CAN  1986     28     1958      0.12269
CAN  1986     29     1957      0.11619
CAN  1986     30     1956      0.10499
CAN  1986     31     1955      0.09103
CAN  1986     32     1954      0.07835
CAN  1986     33     1953      0.06517
CAN  1986     34     1952      0.05297
CAN  1986     35     1951      0.04277
CAN  1986     36     1950      0.03309
CAN  1986     37     1949      0.02414
CAN  1986     38     1948      0.01720
CAN  1986     39     1947      0.01223
CAN  1986     40     1946      0.00801
CAN  1986     41     1945      0.00510
CAN  1986     42     1944      0.00323
CAN  1986     43     1943      0.00200
CAN  1986     44     1942      0.00109
CAN  1986     45     1941      0.00057
CAN  1986     46     1940      0.00027
CAN  1986     47     1939      0.00008
CAN  1986     48     1938      0.00001
CAN  1986     49     1937      0.00001
CAN  1986     50     1936      0.00000
CAN  1986     51     1935      0.00000
CAN  1986     52     1934      0.00000
CAN  1986     53     1933      0.00000
CAN  1986     54     1932      0.00000
CAN  1986     55+    1931-     0.00000
CAN  1987     12-    1975+     0.00000
CAN  1987     13     1974      0.00002
CAN  1987     14     1973      0.00050
CAN  1987     15     1972      0.00273
CAN  1987     16     1971      0.00738
CAN  1987     17     1970      0.01588
CAN  1987     18     1969      0.02671
CAN  1987     19     1968      0.03778
CAN  1987     20     1967      0.04866
CAN  1987     21     1966      0.05808
CAN  1987     22     1965      0.06816
CAN  1987     23     1964      0.08015
CAN  1987     24     1963      0.09425
CAN  1987     25     1962      0.10707
CAN  1987     26     1961      0.11623
CAN  1987     27     1960      0.12314
CAN  1987     28     1959      0.12295
CAN  1987     29     1958      0.11506
CAN  1987     30     1957      0.10541
CAN  1987     31     1956      0.09306
CAN  1987     32     1955      0.07856
CAN  1987     33     1954      0.06549
CAN  1987     34     1953      0.05377
CAN  1987     35     1952      0.04327
CAN  1987     36     1951      0.03370
CAN  1987     37     1950      0.02530
CAN  1987     38     1949      0.01824
CAN  1987     39     1948      0.01282
CAN  1987     40     1947      0.00865
CAN  1987     41     1946      0.00559
CAN  1987     42     1945      0.00323
CAN  1987     43     1944      0.00183
CAN  1987     44     1943      0.00095
CAN  1987     45     1942      0.00051
CAN  1987     46     1941      0.00024
CAN  1987     47     1940      0.00012
CAN  1987     48     1939      0.00008
CAN  1987     49     1938      0.00002
CAN  1987     50     1937      0.00001
CAN  1987     51     1936      0.00001
CAN  1987     52     1935      0.00000
CAN  1987     53     1934      0.00000
CAN  1987     54     1933      0.00000
CAN  1987     55+    1932-     0.00000
CAN  1988     12-    1976+     0.00000
CAN  1988     13     1975      0.00002
CAN  1988     14     1974      0.00047
CAN  1988     15     1973      0.00260
CAN  1988     16     1972      0.00744
CAN  1988     17     1971      0.01639
CAN  1988     18     1970      0.02680
CAN  1988     19     1969      0.03774
CAN  1988     20     1968      0.04864
CAN  1988     21     1967      0.05914
CAN  1988     22     1966      0.06920
CAN  1988     23     1965      0.08043
CAN  1988     24     1964      0.09324
CAN  1988     25     1963      0.10621
CAN  1988     26     1962      0.11695
CAN  1988     27     1961      0.12255
CAN  1988     28     1960      0.12235
CAN  1988     29     1959      0.11772
