Period fertility rates by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 11/06/2020
Code Year    ARDY   Cohort        ASFR
AUT  1951     12-    1939+     0.00000
AUT  1951     13     1938      0.00000
AUT  1951     14     1937      0.00015
AUT  1951     15     1936      0.00100
AUT  1951     16     1935      0.00433
AUT  1951     17     1934      0.01624
AUT  1951     18     1933      0.03809
AUT  1951     19     1932      0.06350
AUT  1951     20     1931      0.09150
AUT  1951     21     1930      0.10584
AUT  1951     22     1929      0.11308
AUT  1951     23     1928      0.12352
AUT  1951     24     1927      0.11961
AUT  1951     25     1926      0.12234
AUT  1951     26     1925      0.11879
AUT  1951     27     1924      0.11677
AUT  1951     28     1923      0.11016
AUT  1951     29     1922      0.10558
AUT  1951     30     1921      0.10443
AUT  1951     31     1920      0.09323
AUT  1951     32     1919      0.08557
AUT  1951     33     1918      0.07211
AUT  1951     34     1917      0.06677
AUT  1951     35     1916      0.05969
AUT  1951     36     1915      0.05383
AUT  1951     37     1914      0.05124
AUT  1951     38     1913      0.04309
AUT  1951     39     1912      0.03748
AUT  1951     40     1911      0.03106
AUT  1951     41     1910      0.02354
AUT  1951     42     1909      0.01836
AUT  1951     43     1908      0.01327
AUT  1951     44     1907      0.00751
AUT  1951     45     1906      0.00517
AUT  1951     46     1905      0.00246
AUT  1951     47     1904      0.00118
AUT  1951     48     1903      0.00058
AUT  1951     49     1902      0.00031
AUT  1951     50     1901      0.00016
AUT  1951     51     1900      0.00015
AUT  1951     52     1899      0.00002
AUT  1951     53     1898      0.00000
AUT  1951     54     1897      0.00000
AUT  1951     55+    1896-     0.00000
AUT  1952     12-    1940+     0.00000
AUT  1952     13     1939      0.00000
AUT  1952     14     1938      0.00018
AUT  1952     15     1937      0.00075
AUT  1952     16     1936      0.00446
AUT  1952     17     1935      0.01597
AUT  1952     18     1934      0.03710
AUT  1952     19     1933      0.06554
AUT  1952     20     1932      0.09551
AUT  1952     21     1931      0.10655
AUT  1952     22     1930      0.11858
AUT  1952     23     1929      0.12457
AUT  1952     24     1928      0.12633
AUT  1952     25     1927      0.12519
AUT  1952     26     1926      0.12422
AUT  1952     27     1925      0.12186
AUT  1952     28     1924      0.11431
AUT  1952     29     1923      0.10619
AUT  1952     30     1922      0.10340
AUT  1952     31     1921      0.09261
AUT  1952     32     1920      0.08624
AUT  1952     33     1919      0.07743
AUT  1952     34     1918      0.07132
AUT  1952     35     1917      0.06027
AUT  1952     36     1916      0.05391
AUT  1952     37     1915      0.04902
AUT  1952     38     1914      0.04367
AUT  1952     39     1913      0.03696
AUT  1952     40     1912      0.02953
AUT  1952     41     1911      0.02359
AUT  1952     42     1910      0.01830
AUT  1952     43     1909      0.01232
AUT  1952     44     1908      0.00773
AUT  1952     45     1907      0.00452
AUT  1952     46     1906      0.00256
AUT  1952     47     1905      0.00099
AUT  1952     48     1904      0.00036
AUT  1952     49     1903      0.00023
AUT  1952     50     1902      0.00010
AUT  1952     51     1901      0.00007
AUT  1952     52     1900      0.00000
AUT  1952     53     1899      0.00000
AUT  1952     54     1898      0.00000
AUT  1952     55+    1897-     0.00000
AUT  1953     12-    1941+     0.00000
AUT  1953     13     1940      0.00000
AUT  1953     14     1939      0.00016
AUT  1953     15     1938      0.00084
AUT  1953     16     1937      0.00468
AUT  1953     17     1936      0.01591
AUT  1953     18     1935      0.03714
AUT  1953     19     1934      0.06598
AUT  1953     20     1933      0.09774
AUT  1953     21     1932      0.11047
AUT  1953     22     1931      0.12566
AUT  1953     23     1930      0.12938
AUT  1953     24     1929      0.12889
AUT  1953     25     1928      0.13164
AUT  1953     26     1927      0.12681
AUT  1953     27     1926      0.12164
AUT  1953     28     1925      0.11429
AUT  1953     29     1924      0.11187
AUT  1953     30     1923      0.10546
AUT  1953     31     1922      0.09227
AUT  1953     32     1921      0.08825
AUT  1953     33     1920      0.07659
AUT  1953     34     1919      0.06970
AUT  1953     35     1918      0.06293
AUT  1953     36     1917      0.05606
AUT  1953     37     1916      0.04556
AUT  1953     38     1915      0.04236
AUT  1953     39     1914      0.03406
AUT  1953     40     1913      0.03031
AUT  1953     41     1912      0.02286
AUT  1953     42     1911      0.01655
AUT  1953     43     1910      0.01243
AUT  1953     44     1909      0.00765
AUT  1953     45     1908      0.00488
AUT  1953     46     1907      0.00242
AUT  1953     47     1906      0.00123
AUT  1953     48     1905      0.00059
AUT  1953     49     1904      0.00016
AUT  1953     50     1903      0.00009
AUT  1953     51     1902      0.00000
AUT  1953     52     1901      0.00000
AUT  1953     53     1900      0.00000
AUT  1953     54     1899      0.00000
AUT  1953     55+    1898-     0.00000
AUT  1954     12-    1942+     0.00000
AUT  1954     13     1941      0.00000
AUT  1954     14     1940      0.00003
AUT  1954     15     1939      0.00086
AUT  1954     16     1938      0.00504
AUT  1954     17     1937      0.01724
AUT  1954     18     1936      0.03913
AUT  1954     19     1935      0.06710
AUT  1954     20     1934      0.09565
AUT  1954     21     1933      0.11742
AUT  1954     22     1932      0.12590
AUT  1954     23     1931      0.13378
AUT  1954     24     1930      0.13679
AUT  1954     25     1929      0.13729
AUT  1954     26     1928      0.13186
AUT  1954     27     1927      0.12549
AUT  1954     28     1926      0.11885
AUT  1954     29     1925      0.11228
AUT  1954     30     1924      0.10663
AUT  1954     31     1923      0.09699
AUT  1954     32     1922      0.08733
AUT  1954     33     1921      0.08043
AUT  1954     34     1920      0.07093
AUT  1954     35     1919      0.06153
AUT  1954     36     1918      0.05893
AUT  1954     37     1917      0.04964
AUT  1954     38     1916      0.04221
AUT  1954     39     1915      0.03579
AUT  1954     40     1914      0.03122
AUT  1954     41     1913      0.02400
AUT  1954     42     1912      0.01802
AUT  1954     43     1911      0.01188
AUT  1954     44     1910      0.00733
AUT  1954     45     1909      0.00443
AUT  1954     46     1908      0.00226
AUT  1954     47     1907      0.00121
AUT  1954     48     1906      0.00043
AUT  1954     49     1905      0.00020
AUT  1954     50     1904      0.00012
AUT  1954     51     1903      0.00004
AUT  1954     52     1902      0.00000
AUT  1954     53     1901      0.00000
AUT  1954     54     1900      0.00000
AUT  1954     55+    1899-     0.00000
AUT  1955     12-    1943+     0.00004
AUT  1955     13     1942      0.00002
AUT  1955     14     1941      0.00002
AUT  1955     15     1940      0.00086
AUT  1955     16     1939      0.00505
AUT  1955     17     1938      0.01750
AUT  1955     18     1937      0.04237
AUT  1955     19     1936      0.07385
AUT  1955     20     1935      0.09844
AUT  1955     21     1934      0.11876
AUT  1955     22     1933      0.13561
AUT  1955     23     1932      0.14607
AUT  1955     24     1931      0.14547
AUT  1955     25     1930      0.14197
AUT  1955     26     1929      0.14316
AUT  1955     27     1928      0.13643
AUT  1955     28     1927      0.12931
AUT  1955     29     1926      0.11737
AUT  1955     30     1925      0.11192
AUT  1955     31     1924      0.10582
AUT  1955     32     1923      0.09489
AUT  1955     33     1922      0.08408
AUT  1955     34     1921      0.07666
AUT  1955     35     1920      0.06854
AUT  1955     36     1919      0.06012
AUT  1955     37     1918      0.05379
AUT  1955     38     1917      0.04460
AUT  1955     39     1916      0.03673
AUT  1955     40     1915      0.03106
AUT  1955     41     1914      0.02455
AUT  1955     42     1913      0.01649
AUT  1955     43     1912      0.01259
AUT  1955     44     1911      0.00766
AUT  1955     45     1910      0.00422
AUT  1955     46     1909      0.00257
AUT  1955     47     1908      0.00099
AUT  1955     48     1907      0.00045
AUT  1955     49     1906      0.00022
AUT  1955     50     1905      0.00013
AUT  1955     51     1904      0.00007
AUT  1955     52     1903      0.00000
AUT  1955     53     1902      0.00000
AUT  1955     54     1901      0.00000
AUT  1955     55+    1900-     0.00000
AUT  1956     12-    1944+     0.00000
AUT  1956     13     1943      0.00000
AUT  1956     14     1942      0.00015
AUT  1956     15     1941      0.00110
AUT  1956     16     1940      0.00569
AUT  1956     17     1939      0.01931
AUT  1956     18     1938      0.04444
AUT  1956     19     1937      0.07674
AUT  1956     20     1936      0.10705
AUT  1956     21     1935      0.13473
AUT  1956     22     1934      0.14792
AUT  1956     23     1933      0.15762
AUT  1956     24     1932      0.16093
AUT  1956     25     1931      0.15823
AUT  1956     26     1930      0.15338
AUT  1956     27     1929      0.14590
AUT  1956     28     1928      0.14024
AUT  1956     29     1927      0.12944
AUT  1956     30     1926      0.11981
AUT  1956     31     1925      0.11098
AUT  1956     32     1924      0.10175
AUT  1956     33     1923      0.09405
AUT  1956     34     1922      0.08175
AUT  1956     35     1921      0.07432
AUT  1956     36     1920      0.06390
AUT  1956     37     1919      0.05774
AUT  1956     38     1918      0.04721
AUT  1956     39     1917      0.04394
AUT  1956     40     1916      0.03243
AUT  1956     41     1915      0.02621
AUT  1956     42     1914      0.01933
AUT  1956     43     1913      0.01371
AUT  1956     44     1912      0.00810
AUT  1956     45     1911      0.00444
AUT  1956     46     1910      0.00231
AUT  1956     47     1909      0.00101
AUT  1956     48     1908      0.00040
AUT  1956     49     1907      0.00011
AUT  1956     50     1906      0.00000
AUT  1956     51     1905      0.00002
AUT  1956     52     1904      0.00000
AUT  1956     53     1903      0.00000
AUT  1956     54     1902      0.00000
AUT  1956     55+    1901-     0.00000
AUT  1957     12-    1945+     0.00005
AUT  1957     13     1944      0.00006
AUT  1957     14     1943      0.00019
AUT  1957     15     1942      0.00120
AUT  1957     16     1941      0.00608
AUT  1957     17     1940      0.01958
AUT  1957     18     1939      0.04585
AUT  1957     19     1938      0.07957
AUT  1957     20     1937      0.11078
AUT  1957     21     1936      0.13748
AUT  1957     22     1935      0.15446
AUT  1957     23     1934      0.16106
AUT  1957     24     1933      0.16810
AUT  1957     25     1932      0.16502
AUT  1957     26     1931      0.16054
AUT  1957     27     1930      0.15547
AUT  1957     28     1929      0.14610
AUT  1957     29     1928      0.13575
AUT  1957     30     1927      0.12765
AUT  1957     31     1926      0.11389
AUT  1957     32     1925      0.10181
AUT  1957     33     1924      0.09365
AUT  1957     34     1923      0.08521
AUT  1957     35     1922      0.07525
AUT  1957     36     1921      0.06729
AUT  1957     37     1920      0.05842
AUT  1957     38     1919      0.05112
AUT  1957     39     1918      0.04098
AUT  1957     40     1917      0.03392
AUT  1957     41     1916      0.02576
AUT  1957     42     1915      0.01948
AUT  1957     43     1914      0.01389
AUT  1957     44     1913      0.00831
AUT  1957     45     1912      0.00464
AUT  1957     46     1911      0.00260
AUT  1957     47     1910      0.00122
AUT  1957     48     1909      0.00057
AUT  1957     49     1908      0.00016
AUT  1957     50     1907      0.00005
AUT  1957     51     1906      0.00000
AUT  1957     52     1905      0.00000
AUT  1957     53     1904      0.00000
AUT  1957     54     1903      0.00000
AUT  1957     55+    1902-     0.00000
AUT  1958     12-    1946+     0.00000
AUT  1958     13     1945      0.00008
AUT  1958     14     1944      0.00021
AUT  1958     15     1943      0.00113
AUT  1958     16     1942      0.00588
AUT  1958     17     1941      0.02006
AUT  1958     18     1940      0.04723
AUT  1958     19     1939      0.07717
AUT  1958     20     1938      0.11579
AUT  1958     21     1937      0.13733
AUT  1958     22     1936      0.16128
AUT  1958     23     1935      0.16979
AUT  1958     24     1934      0.17341
AUT  1958     25     1933      0.17127
AUT  1958     26     1932      0.16784
AUT  1958     27     1931      0.15624
AUT  1958     28     1930      0.14548
AUT  1958     29     1929      0.13517
AUT  1958     30     1928      0.12502
AUT  1958     31     1927      0.11386
AUT  1958     32     1926      0.10415
AUT  1958     33     1925      0.09523
AUT  1958     34     1924      0.08549
AUT  1958     35     1923      0.07529
AUT  1958     36     1922      0.06645
AUT  1958     37     1921      0.05822
AUT  1958     38     1920      0.04771
AUT  1958     39     1919      0.03923
AUT  1958     40     1918      0.03358
AUT  1958     41     1917      0.02347
AUT  1958     42     1916      0.01905
AUT  1958     43     1915      0.01281
AUT  1958     44     1914      0.00867
AUT  1958     45     1913      0.00455
AUT  1958     46     1912      0.00233
AUT  1958     47     1911      0.00077
AUT  1958     48     1910      0.00047
AUT  1958     49     1909      0.00019
AUT  1958     50     1908      0.00002
AUT  1958     51     1907      0.00002
AUT  1958     52     1906      0.00000
AUT  1958     53     1905      0.00000
AUT  1958     54     1904      0.00000
AUT  1958     55+    1903-     0.00000
AUT  1959     12-    1947+     0.00000
AUT  1959     13     1946      0.00006
AUT  1959     14     1945      0.00025
AUT  1959     15     1944      0.00156
AUT  1959     16     1943      0.00696
AUT  1959     17     1942      0.02250
AUT  1959     18     1941      0.04820
AUT  1959     19     1940      0.08292
AUT  1959     20     1939      0.11830
AUT  1959     21     1938      0.14326
AUT  1959     22     1937      0.16618
AUT  1959     23     1936      0.17700
AUT  1959     24     1935      0.17725
AUT  1959     25     1934      0.18209
AUT  1959     26     1933      0.17141
AUT  1959     27     1932      0.16249
AUT  1959     28     1931      0.15353
AUT  1959     29     1930      0.14076
AUT  1959     30     1929      0.13265
AUT  1959     31     1928      0.11792
AUT  1959     32     1927      0.10246
AUT  1959     33     1926      0.09533
AUT  1959     34     1925      0.08442
AUT  1959     35     1924      0.07616
AUT  1959     36     1923      0.06770
AUT  1959     37     1922      0.05647
AUT  1959     38     1921      0.05093
AUT  1959     39     1920      0.04132
AUT  1959     40     1919      0.03367
AUT  1959     41     1918      0.02764
AUT  1959     42     1917      0.01846
AUT  1959     43     1916      0.01238
AUT  1959     44     1915      0.00790
AUT  1959     45     1914      0.00484
AUT  1959     46     1913      0.00240
AUT  1959     47     1912      0.00090
AUT  1959     48     1911      0.00046
AUT  1959     49     1910      0.00017
AUT  1959     50     1909      0.00005
AUT  1959     51     1908      0.00004
AUT  1959     52     1907      0.00000
AUT  1959     53     1906      0.00000
AUT  1959     54     1905      0.00000
AUT  1959     55+    1904-     0.00000
AUT  1960     12-    1948+     0.00000
AUT  1960     13     1947      0.00006
AUT  1960     14     1946      0.00017
AUT  1960     15     1945      0.00158
AUT  1960     16     1944      0.00719
AUT  1960     17     1943      0.02446
AUT  1960     18     1942      0.05079
AUT  1960     19     1941      0.08502
AUT  1960     20     1940      0.11687
AUT  1960     21     1939      0.14377
AUT  1960     22     1938      0.16448
AUT  1960     23     1937      0.17303
AUT  1960     24     1936      0.17873
AUT  1960     25     1935      0.18085
AUT  1960     26     1934      0.17564
AUT  1960     27     1933      0.16562
AUT  1960     28     1932      0.15634
AUT  1960     29     1931      0.14352
AUT  1960     30     1930      0.12979
AUT  1960     31     1929      0.11571
AUT  1960     32     1928      0.10842
AUT  1960     33     1927      0.09705
AUT  1960     34     1926      0.08394
AUT  1960     35     1925      0.07521
AUT  1960     36     1924      0.06599
AUT  1960     37     1923      0.05627
AUT  1960     38     1922      0.04861
AUT  1960     39     1921      0.04194
AUT  1960     40     1920      0.03190
AUT  1960     41     1919      0.02522
AUT  1960     42     1918      0.01907
AUT  1960     43     1917      0.01241
AUT  1960     44     1916      0.00731
AUT  1960     45     1915      0.00455
AUT  1960     46     1914      0.00243
AUT  1960     47     1913      0.00090
AUT  1960     48     1912      0.00034
AUT  1960     49     1911      0.00018
AUT  1960     50     1910      0.00003
AUT  1960     51     1909      0.00000
AUT  1960     52     1908      0.00000
AUT  1960     53     1907      0.00000
AUT  1960     54     1906      0.00000
AUT  1960     55+    1905-     0.00000
AUT  1961     12-    1949+     0.00004
AUT  1961     13     1948      0.00006
AUT  1961     14     1947      0.00028
AUT  1961     15     1946      0.00168
AUT  1961     16     1945      0.01009
AUT  1961     17     1944      0.02886
AUT  1961     18     1943      0.05707
AUT  1961     19     1942      0.09153
AUT  1961     20     1941      0.12172
AUT  1961     21     1940      0.14705
AUT  1961     22     1939      0.16419
AUT  1961     23     1938      0.18017
AUT  1961     24     1937      0.18801
AUT  1961     25     1936      0.18490
AUT  1961     26     1935      0.17944
AUT  1961     27     1934      0.16892
AUT  1961     28     1933      0.16133
AUT  1961     29     1932      0.14975
AUT  1961     30     1931      0.13381
AUT  1961     31     1930      0.12054
AUT  1961     32     1929      0.10963
AUT  1961     33     1928      0.09868
AUT  1961     34     1927      0.08630
AUT  1961     35     1926      0.07497
AUT  1961     36     1925      0.06891
AUT  1961     37     1924      0.05905
AUT  1961     38     1923      0.05060
AUT  1961     39     1922      0.04204
AUT  1961     40     1921      0.03302
AUT  1961     41     1920      0.02560
AUT  1961     42     1919      0.01990
AUT  1961     43     1918      0.01182
AUT  1961     44     1917      0.00779
AUT  1961     45     1916      0.00391
AUT  1961     46     1915      0.00234
AUT  1961     47     1914      0.00107
AUT  1961     48     1913      0.00050
AUT  1961     49     1912      0.00025
AUT  1961     50     1911      0.00000
AUT  1961     51     1910      0.00004
AUT  1961     52     1909      0.00002
AUT  1961     53     1908      0.00000
AUT  1961     54     1907      0.00000
AUT  1961     55+    1906-     0.00000
AUT  1962     12-    1950+     0.00000
AUT  1962     13     1949      0.00004
AUT  1962     14     1948      0.00010
AUT  1962     15     1947      0.00164
AUT  1962     16     1946      0.00972
AUT  1962     17     1945      0.03264
AUT  1962     18     1944      0.06505
AUT  1962     19     1943      0.09570
AUT  1962     20     1942      0.12413
AUT  1962     21     1941      0.14635
AUT  1962     22     1940      0.16397
AUT  1962     23     1939      0.17583
AUT  1962     24     1938      0.18648
AUT  1962     25     1937      0.18410
AUT  1962     26     1936      0.18312
AUT  1962     27     1935      0.16842
AUT  1962     28     1934      0.16402
AUT  1962     29     1933      0.14582
AUT  1962     30     1932      0.13790
AUT  1962     31     1931      0.12269
AUT  1962     32     1930      0.11089
AUT  1962     33     1929      0.09797
AUT  1962     34     1928      0.08583
AUT  1962     35     1927      0.07512
AUT  1962     36     1926      0.06756
AUT  1962     37     1925      0.05620
AUT  1962     38     1924      0.04950
AUT  1962     39     1923      0.04259
AUT  1962     40     1922      0.03339
AUT  1962     41     1921      0.02647
AUT  1962     42     1920      0.01791
AUT  1962     43     1919      0.01301
AUT  1962     44     1918      0.00840
AUT  1962     45     1917      0.00429
AUT  1962     46     1916      0.00243
AUT  1962     47     1915      0.00070
AUT  1962     48     1914      0.00043
AUT  1962     49     1913      0.00017
AUT  1962     50     1912      0.00002
AUT  1962     51     1911      0.00000
AUT  1962     52     1910      0.00000
AUT  1962     53     1909      0.00000
AUT  1962     54     1908      0.00000
AUT  1962     55+    1907-     0.00000
AUT  1963     12-    1951+     0.00008
AUT  1963     13     1950      0.00002
AUT  1963     14     1949      0.00031
AUT  1963     15     1948      0.00207
AUT  1963     16     1947      0.00967
AUT  1963     17     1946      0.03200
AUT  1963     18     1945      0.06991
AUT  1963     19     1944      0.10352
AUT  1963     20     1943      0.13086
AUT  1963     21     1942      0.14889
AUT  1963     22     1941      0.16356
AUT  1963     23     1940      0.17316
AUT  1963     24     1939      0.17748
AUT  1963     25     1938      0.18596
AUT  1963     26     1937      0.18328
AUT  1963     27     1936      0.17040
AUT  1963     28     1935      0.16356
AUT  1963     29     1934      0.14809
AUT  1963     30     1933      0.13866
AUT  1963     31     1932      0.12475
AUT  1963     32     1931      0.11292
AUT  1963     33     1930      0.09884
AUT  1963     34     1929      0.08669
AUT  1963     35     1928      0.07893
AUT  1963     36     1927      0.06660
AUT  1963     37     1926      0.05834
AUT  1963     38     1925      0.04970
AUT  1963     39     1924      0.03918
AUT  1963     40     1923      0.03347
AUT  1963     41     1922      0.02455
AUT  1963     42     1921      0.01821
AUT  1963     43     1920      0.01233
AUT  1963     44     1919      0.00758
AUT  1963     45     1918      0.00487
AUT  1963     46     1917      0.00200
AUT  1963     47     1916      0.00066
AUT  1963     48     1915      0.00043
AUT  1963     49     1914      0.00019
AUT  1963     50     1913      0.00009
AUT  1963     51     1912      0.00000
AUT  1963     52     1911      0.00000
AUT  1963     53     1910      0.00000
AUT  1963     54     1909      0.00000
AUT  1963     55+    1908-     0.00000
AUT  1964     12-    1952+     0.00000
AUT  1964     13     1951      0.00000
AUT  1964     14     1950      0.00031
AUT  1964     15     1949      0.00179
AUT  1964     16     1948      0.01000
AUT  1964     17     1947      0.03331
AUT  1964     18     1946      0.07140
AUT  1964     19     1945      0.11189
AUT  1964     20     1944      0.13605
AUT  1964     21     1943      0.14897
AUT  1964     22     1942      0.16149
AUT  1964     23     1941      0.17019
AUT  1964     24     1940      0.17366
AUT  1964     25     1939      0.17447
AUT  1964     26     1938      0.17463
AUT  1964     27     1937      0.16998
AUT  1964     28     1936      0.15828
AUT  1964     29     1935      0.14715
AUT  1964     30     1934      0.13844
AUT  1964     31     1933      0.12434
AUT  1964     32     1932      0.10947
AUT  1964     33     1931      0.09845
AUT  1964     34     1930      0.08608
AUT  1964     35     1929      0.07802
AUT  1964     36     1928      0.06589
AUT  1964     37     1927      0.05650
AUT  1964     38     1926      0.04732
AUT  1964     39     1925      0.03898
AUT  1964     40     1924      0.03220
AUT  1964     41     1923      0.02661
AUT  1964     42     1922      0.01871
AUT  1964     43     1921      0.01313
AUT  1964     44     1920      0.00784
AUT  1964     45     1919      0.00434
AUT  1964     46     1918      0.00249
AUT  1964     47     1917      0.00149
AUT  1964     48     1916      0.00035
AUT  1964     49     1915      0.00018
AUT  1964     50     1914      0.00000
AUT  1964     51     1913      0.00000
AUT  1964     52     1912      0.00000
AUT  1964     53     1911      0.00000
AUT  1964     54     1910      0.00000
AUT  1964     55+    1909-     0.00000
AUT  1965     12-    1953+     0.00000
AUT  1965     13     1952      0.00000
AUT  1965     14     1951      0.00017
AUT  1965     15     1950      0.00135
AUT  1965     16     1949      0.00893
AUT  1965     17     1948      0.03286
AUT  1965     18     1947      0.07000
AUT  1965     19     1946      0.11538
AUT  1965     20     1945      0.14107
AUT  1965     21     1944      0.15024
AUT  1965     22     1943      0.16149
AUT  1965     23     1942      0.16755
AUT  1965     24     1941      0.16620
AUT  1965     25     1940      0.16937
AUT  1965     26     1939      0.16334
AUT  1965     27     1938      0.15771
AUT  1965     28     1937      0.15523
AUT  1965     29     1936      0.13761
AUT  1965     30     1935      0.13179
AUT  1965     31     1934      0.11847
AUT  1965     32     1933      0.10324
AUT  1965     33     1932      0.09211
AUT  1965     34     1931      0.08235
AUT  1965     35     1930      0.07523
AUT  1965     36     1929      0.06478
AUT  1965     37     1928      0.05425
AUT  1965     38     1927      0.04585
AUT  1965     39     1926      0.03735
AUT  1965     40     1925      0.03092
AUT  1965     41     1924      0.02417
AUT  1965     42     1923      0.01731
AUT  1965     43     1922      0.01216
AUT  1965     44     1921      0.00745
AUT  1965     45     1920      0.00410
AUT  1965     46     1919      0.00210
AUT  1965     47     1918      0.00104
AUT  1965     48     1917      0.00061
AUT  1965     49     1916      0.00013
AUT  1965     50     1915      0.00003
AUT  1965     51     1914      0.00000
AUT  1965     52     1913      0.00000
AUT  1965     53     1912      0.00000
AUT  1965     54     1911      0.00000
AUT  1965     55+    1910-     0.00000
AUT  1966     12-    1954+     0.00000
AUT  1966     13     1953      0.00002
AUT  1966     14     1952      0.00015
AUT  1966     15     1951      0.00117
AUT  1966     16     1950      0.00838
AUT  1966     17     1949      0.03239
AUT  1966     18     1948      0.07365
AUT  1966     19     1947      0.11705
AUT  1966     20     1946      0.15174
AUT  1966     21     1945      0.15874
AUT  1966     22     1944      0.16403
AUT  1966     23     1943      0.16780
AUT  1966     24     1942      0.16600
AUT  1966     25     1941      0.16214
AUT  1966     26     1940      0.15675
AUT  1966     27     1939      0.14969
AUT  1966     28     1938      0.14576
AUT  1966     29     1937      0.13689
AUT  1966     30     1936      0.12403
AUT  1966     31     1935      0.11502
AUT  1966     32     1934      0.09992
AUT  1966     33     1933      0.09315
AUT  1966     34     1932      0.07900
AUT  1966     35     1931      0.07015
AUT  1966     36     1930      0.06193
AUT  1966     37     1929      0.05223
AUT  1966     38     1928      0.04505
AUT  1966     39     1927      0.03456
AUT  1966     40     1926      0.02942
AUT  1966     41     1925      0.02176
AUT  1966     42     1924      0.01804
AUT  1966     43     1923      0.01150
AUT  1966     44     1922      0.00704
AUT  1966     45     1921      0.00435
AUT  1966     46     1920      0.00199
AUT  1966     47     1919      0.00063
AUT  1966     48     1918      0.00029
AUT  1966     49     1917      0.00017
AUT  1966     50     1916      0.00003
AUT  1966     51     1915      0.00000
AUT  1966     52     1914      0.00000
AUT  1966     53     1913      0.00000
AUT  1966     54     1912      0.00000
AUT  1966     55+    1911-     0.00000
AUT  1967     12-    1955+     0.00004
AUT  1967     13     1954      0.00006
AUT  1967     14     1953      0.00017
AUT  1967     15     1952      0.00122
AUT  1967     16     1951      0.00974
AUT  1967     17     1950      0.03235
AUT  1967     18     1949      0.07309
AUT  1967     19     1948      0.11806
AUT  1967     20     1947      0.15237
AUT  1967     21     1946      0.17033
AUT  1967     22     1945      0.16539
AUT  1967     23     1944      0.16855
AUT  1967     24     1943      0.16392
AUT  1967     25     1942      0.16063
AUT  1967     26     1941      0.15384
AUT  1967     27     1940      0.14592
AUT  1967     28     1939      0.13501
AUT  1967     29     1938      0.13175
AUT  1967     30     1937      0.12049
AUT  1967     31     1936      0.11025
AUT  1967     32     1935      0.09805
AUT  1967     33     1934      0.08958
AUT  1967     34     1933      0.07807
AUT  1967     35     1932      0.06755
AUT  1967     36     1931      0.06093
AUT  1967     37     1930      0.05071
AUT  1967     38     1929      0.04122
AUT  1967     39     1928      0.03408
AUT  1967     40     1927      0.02741
AUT  1967     41     1926      0.02098
AUT  1967     42     1925      0.01517
AUT  1967     43     1924      0.01079
AUT  1967     44     1923      0.00679
AUT  1967     45     1922      0.00362
AUT  1967     46     1921      0.00205
AUT  1967     47     1920      0.00068
AUT  1967     48     1919      0.00039
AUT  1967     49     1918      0.00023
AUT  1967     50     1917      0.00000
AUT  1967     51     1916      0.00000
AUT  1967     52     1915      0.00000
AUT  1967     53     1914      0.00000
AUT  1967     54     1913      0.00000
AUT  1967     55+    1912-     0.00000
AUT  1968     12-    1956+     0.00000
AUT  1968     13     1955      0.00014
AUT  1968     14     1954      0.00018
AUT  1968     15     1953      0.00132
AUT  1968     16     1952      0.00652
AUT  1968     17     1951      0.03360
AUT  1968     18     1950      0.07420
AUT  1968     19     1949      0.12016
AUT  1968     20     1948      0.15715
AUT  1968     21     1947      0.17430
AUT  1968     22     1946      0.17900
AUT  1968     23     1945      0.16543
AUT  1968     24     1944      0.16372
AUT  1968     25     1943      0.15730
AUT  1968     26     1942      0.14911
AUT  1968     27     1941      0.14145
AUT  1968     28     1940      0.13119
AUT  1968     29     1939      0.12252
AUT  1968     30     1938      0.11335
AUT  1968     31     1937      0.10574
AUT  1968     32     1936      0.09715
AUT  1968     33     1935      0.08496
AUT  1968     34     1934      0.07448
AUT  1968     35     1933      0.06738
AUT  1968     36     1932      0.05719
AUT  1968     37     1931      0.04875
AUT  1968     38     1930      0.04158
AUT  1968     39     1929      0.03304
AUT  1968     40     1928      0.02742
AUT  1968     41     1927      0.01991
AUT  1968     42     1926      0.01501
AUT  1968     43     1925      0.00917
AUT  1968     44     1924      0.00674
AUT  1968     45     1923      0.00425
AUT  1968     46     1922      0.00184
AUT  1968     47     1921      0.00073
AUT  1968     48     1920      0.00038
AUT  1968     49     1919      0.00005
AUT  1968     50     1918      0.00010
AUT  1968     51     1917      0.00000
AUT  1968     52     1916      0.00000
AUT  1968     53     1915      0.00000
AUT  1968     54     1914      0.00000
AUT  1968     55+    1913-     0.00000
AUT  1969     12-    1957+     0.00000
AUT  1969     13     1956      0.00002
AUT  1969     14     1955      0.00014
AUT  1969     15     1954      0.00119
AUT  1969     16     1953      0.00759
AUT  1969     17     1952      0.03051
AUT  1969     18     1951      0.07638
AUT  1969     19     1950      0.12040
AUT  1969     20     1949      0.15460
AUT  1969     21     1948      0.16734
AUT  1969     22     1947      0.17279
AUT  1969     23     1946      0.17393
AUT  1969     24     1945      0.15475
AUT  1969     25     1944      0.14729
AUT  1969     26     1943      0.14175
AUT  1969     27     1942      0.13277
AUT  1969     28     1941      0.12467
AUT  1969     29     1940      0.11308
AUT  1969     30     1939      0.10591
AUT  1969     31     1938      0.09844
AUT  1969     32     1937      0.09030
AUT  1969     33     1936      0.07906
